onset	duration	text	rt	key_press	block_duration	timing_post_trial	trial_id	trial_type	trial_index	time_elapsed	internal_node_id	exp_id	subject_id	trigger_times	triggers	stimulus	possible_responses	stim_duration	exp_stage	SS_stimulus	SS_trial_type	SS_duration	load	trial_num	stop_trial_type	adaptive_trial_type	stim	yes_response_key	no_response_key	SSD_target	SSD_non_target	SSTarget	SSNonTarget	go_acc	stop_acc	SS_delay	adaptive_acc	Unnamed: 36	new_trial_type
test	10880.0	n/a	-1	-1	10880	0.0	practice-no-stop-feedback	poldrack-single-stim	396	1141447	0.0-18.0	beast_fmri_test	119	1130566,/,1134645,/	t,t	"<div class = ""centerbox""><p class = ""center-block-text"">Your delay is 3 trials.</p><p class = center-block-text>Please wait for the scanner to start the block</p></div>"	77	10880.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	start_functional_block
11382	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	397	1141948	0.0-19.0-0.0	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	165324.0	fixation
10674.726037107874	2750.0	n/a	1729	71	2750	709.273962892	stim	stop-signal	398	1144700	0.0-19.0-1.0	beast_fmri_test	119	1144166,/	t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	-1.0	3.0	0.0	go	temp-non-target	B	89,Yellow Button	71,Green Button	800.0	1100.0	1950.0	1650.0	0.0	n/a	n/a	n/a	165.324	go_stim
13424.726037107874	709.273962892	n/a	1729	71	2750	709.273962892	stim	stop-signal	398	1144700	0.0-19.0-1.0	beast_fmri_test	119	1144166,/	t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	-1.0	3.0	0.0	go	temp-non-target	B	89,Yellow Button	71,Green Button	800.0	1100.0	1950.0	1650.0	0.0	n/a	n/a	n/a	165.324	ITI
15355	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	399	1145921	0.0-19.1-0.1	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
12982.287980795139	2750.0	n/a	1525	71	2750	2373.7120192	stim	stop-signal	400	1148672	0.0-19.1-1.1	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	-1.0	3.0	1.0	go	temp-non-target	T	89,Yellow Button	71,Green Button	800.0	1100.0	1950.0	1650.0	0.0	n/a	n/a	n/a	n/a	go_stim
15732.287980795139	2373.7120192	n/a	1525	71	2750	2373.7120192	stim	stop-signal	400	1148672	0.0-19.1-1.1	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	-1.0	3.0	1.0	go	temp-non-target	T	89,Yellow Button	71,Green Button	800.0	1100.0	1950.0	1650.0	0.0	n/a	n/a	n/a	n/a	ITI
20993	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	401	1151559	0.0-19.2-0.2	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
20579.40865956177	2750.0	n/a	1753	71	2750	415.591340438	stim	stop-signal	402	1154311	0.0-19.2-1.2	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	-1.0	3.0	2.0	go	temp-non-target	V	89,Yellow Button	71,Green Button	800.0	1100.0	1950.0	1650.0	0.0	n/a	n/a	n/a	n/a	go_stim
23329.40865956177	415.591340438	n/a	1753	71	2750	415.591340438	stim	stop-signal	402	1154311	0.0-19.2-1.2	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	-1.0	3.0	2.0	go	temp-non-target	V	89,Yellow Button	71,Green Button	800.0	1100.0	1950.0	1650.0	0.0	n/a	n/a	n/a	n/a	ITI
24673	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	403	1155239	0.0-19.3-0.3	beast_fmri_test	119	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
23237.739093487151	2750.0	n/a	1818	71	2750	1436.26090651	stim	stop-signal	404	1157990	0.0-19.3-1.3	beast_fmri_test	119	n/a	n/a	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	1650.0	3.0	3.0	go	non-target	V	89,Yellow Button	71,Green Button	800.0	1100.0	1950.0	1650.0	1.0	n/a	1100.0	1.0	n/a	go_stim
