onset	duration	text	rt	key_press	block_duration	timing_post_trial	trial_id	trial_type	trial_index	time_elapsed	internal_node_id	exp_id	subject_id	trigger_times	triggers	stimulus	possible_responses	stim_duration	exp_stage	SS_stimulus	SS_trial_type	SS_duration	load	trial_num	stop_trial_type	adaptive_trial_type	stim	yes_response_key	no_response_key	SSD_target	SSD_non_target	SSTarget	SSNonTarget	go_acc	SS_delay	adaptive_acc	stop_acc	new_trial_type
test	10880	n/a	-1	-1	10880	0.0	practice-no-stop-feedback	poldrack-single-stim	392	1126664	0.0-18.0	beast_fmri_test	391	1115778,/,1116457,/,1117138,/,1117818,/,1118498,/,1119178,/,1119859,/,1120539,/,1121219,/,1121900,/,1122580,/,1123260,/,1123940,/,1124620,/,1125301,/,1125981,/,1126662,/	t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t	"<div class = ""centerbox2_2""><p class = ""block-text2"">Your delay is 2 trials.</p><p class = block-text2>Please wait for the scanner to start the block</p></div>"	77	10880.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	start_functional_block
11391	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	393	1127169	0.0-19.0-0.0	beast_fmri_test	391	n/a	n/a	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
11233.061226641759	2750	n/a	646	71	2750	161.938773358	stim	stop-signal	394	1129923	0.0-19.0-1.0	beast_fmri_test	391	1127341,/,1128022,/,1128702,/,1129382,/,1130063,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	go	-1.0	2.0	0.0	go	temp-non-target	P	89,Middle Finger	71,Index Finger	1100.0	1300.0	1650.0	1450.0	0.0	n/a	n/a	n/a	go_stim
13983.061226641759	161.93877335822799	n/a	646	71	2750	161.938773358	stim	stop-signal	394	1129923	0.0-19.0-1.0	beast_fmri_test	391	1127341,/,1128022,/,1128702,/,1129382,/,1130063,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	go	-1.0	2.0	0.0	go	temp-non-target	P	89,Middle Finger	71,Index Finger	1100.0	1300.0	1650.0	1450.0	0.0	n/a	n/a	n/a	ITI
14854	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	395	1130632	0.0-19.1-0.1	beast_fmri_test	391	n/a	n/a	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
14844.680190379499	temp_go_duration	n/a	782	71	2750	14.3198096205	stim	stop-signal	396	1133387	0.0-19.1-1.1	beast_fmri_test	391	1130743,/,1131422,/,1132103,/,1132784,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	-1.0	2.0	1.0	stop	temp-non-target	P	89,Middle Finger	71,Index Finger	1100.0	1300.0	1650.0	1450.0	0.0	n/a	n/a	0.0	go_stim
temp-non-target	temp_stop_duration	n/a	782	71	2750	14.3198096205	stim	stop-signal	396	1133387	0.0-19.1-1.1	beast_fmri_test	391	1130743,/,1131422,/,1132103,/,1132784,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	-1.0	2.0	1.0	stop	temp-non-target	P	89,Middle Finger	71,Index Finger	1100.0	1300.0	1650.0	1450.0	0.0	n/a	n/a	0.0	stop_stim
17594.680190379499	14.31980962050587	n/a	782	71	2750	14.3198096205	stim	stop-signal	396	1133387	0.0-19.1-1.1	beast_fmri_test	391	1130743,/,1131422,/,1132103,/,1132784,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	-1.0	2.0	1.0	stop	temp-non-target	P	89,Middle Finger	71,Index Finger	1100.0	1300.0	1650.0	1450.0	0.0	n/a	n/a	0.0	ITI
18166	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	397	1133944	0.0-19.2-0.2	beast_fmri_test	391	1133463,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
17484.842109496705	2750	n/a	882	71	2750	686.157890503	stim	stop-signal	398	1136699	0.0-19.2-1.2	beast_fmri_test	391	1134144,/,1134826,/,1135506,/,1136185,/,1136866,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	1450.0	2.0	2.0	go	non-target	V	89,Middle Finger	71,Index Finger	1100.0	1300.0	1650.0	1450.0	1.0	1300.0	1.0	n/a	go_stim
