onset	duration	text	rt	key_press	block_duration	timing_post_trial	trial_id	trial_type	trial_index	time_elapsed	internal_node_id	exp_id	subject_id	trigger_times	triggers	stimulus	possible_responses	stim_duration	exp_stage	SS_stimulus	SS_trial_type	SS_duration	load	trial_num	stop_trial_type	adaptive_trial_type	stim	yes_response_key	no_response_key	SSD_target	SSD_non_target	SSTarget	SSNonTarget	go_acc	stop_acc	SS_delay	adaptive_acc	new_trial_type
test	10880	n/a	-1	-1	10880	0.0	practice-no-stop-feedback	poldrack-single-stim	6	92091	0.0-6.0	beast_fmri_test	359	81214,/,81892,/,82572,/,83252,/,83931,/,84612,/,85292,/,85972,/,86651,/,87331,/,88012,/,88691,/,89370,/,90050,/,90728,/,91408,/	t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t	"<div class = ""centerbox""><p class = ""block-text"">Your delay is 2 trials.</p><p class = block-text>Please wait for the scanner to start the block</p></div>"	77	10880.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	start_functional_block
11381	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	7	92595	0.0-7.0-0.0	beast_fmri_test	359	92092,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
10580.948945901095	2750	n/a	1135	71	2750	805.051054099	stim	stop-signal	8	95350	0.0-7.0-1.0	beast_fmri_test	359	92768,/,93448,/,94128,/,94806,/,95486,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	-1.0	2.0	0.0	go	temp-non-target	T	89,Middle Finger	71,Index Finger	500.0	500.0	0.0	0.0	0.0	n/a	n/a	n/a	go_stim
13330.948945901095	805.05105409890177	n/a	1135	71	2750	805.051054099	stim	stop-signal	8	95350	0.0-7.0-1.0	beast_fmri_test	359	92768,/,93448,/,94128,/,94806,/,95486,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	-1.0	2.0	0.0	go	temp-non-target	T	89,Middle Finger	71,Index Finger	500.0	500.0	0.0	0.0	0.0	n/a	n/a	n/a	ITI
15452	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	9	96666	0.0-7.1-0.1	beast_fmri_test	359	96166,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
15404.752795196007	temp_go_duration	n/a	954	71	2750	50.247204804	stim	stop-signal	10	99419	0.0-7.1-1.1	beast_fmri_test	359	96845,/,97526,/,98205,/,98886,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	stop	-1.0	2.0	1.0	stop	temp-non-target	V	89,Middle Finger	71,Index Finger	500.0	500.0	0.0	0.0	0.0	0.0	n/a	n/a	go_stim
temp-non-target	temp_stop_duration	n/a	954	71	2750	50.247204804	stim	stop-signal	10	99419	0.0-7.1-1.1	beast_fmri_test	359	96845,/,97526,/,98205,/,98886,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	stop	-1.0	2.0	1.0	stop	temp-non-target	V	89,Middle Finger	71,Index Finger	500.0	500.0	0.0	0.0	0.0	0.0	n/a	n/a	stop_stim
18154.752795196007	50.247204803990478	n/a	954	71	2750	50.247204804	stim	stop-signal	10	99419	0.0-7.1-1.1	beast_fmri_test	359	96845,/,97526,/,98205,/,98886,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	stop	-1.0	2.0	1.0	stop	temp-non-target	V	89,Middle Finger	71,Index Finger	500.0	500.0	0.0	0.0	0.0	0.0	n/a	n/a	ITI
18763	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	11	99977	0.0-7.2-0.2	beast_fmri_test	359	99564,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
17913.314620271864	2750	n/a	945	89	2750	852.685379728	stim	stop-signal	12	102730	0.0-7.2-1.2	beast_fmri_test	359	100245,/,100926,/,101605,/,102283,/,102963,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	2250.0	2.0	2.0	go	target	T	89,Middle Finger	71,Index Finger	500.0	500.0	2250.0	0.0	1.0	n/a	500.0	1.0	go_stim
20663.314620271864	852.68537972813124	n/a	945	89	2750	852.685379728	stim	stop-signal	12	102730	0.0-7.2-1.2	beast_fmri_test	359	100245,/,100926,/,101605,/,102283,/,102963,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	2250.0	2.0	2.0	go	target	T	89,Middle Finger	71,Index Finger	500.0	500.0	2250.0	0.0	1.0	n/a	500.0	1.0	ITI
22875	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	13	104089	0.0-7.3-0.3	beast_fmri_test	359	103644,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
