onset	duration	text	rt	key_press	block_duration	timing_post_trial	trial_id	trial_type	trial_index	time_elapsed	internal_node_id	exp_id	subject_id	trigger_times	triggers	stimulus	possible_responses	stim_duration	exp_stage	SS_stimulus	SS_trial_type	SS_duration	load	trial_num	stop_trial_type	adaptive_trial_type	stim	yes_response_key	no_response_key	SSD_target	SSD_non_target	SSTarget	SSNonTarget	go_acc	stop_acc	SS_delay	adaptive_acc	new_trial_type
test	10880	n/a	-1	-1	10880	0.0	practice-no-stop-feedback	poldrack-single-stim	6	107212	0.0-6.0	beast_fmri_test	338	96334,/,97012,/,97692,/,98372,/,99052,/,99733,/,100412,/,101091,/,101771,/,102452,/,103131,/,103811,/,104489,/,105170,/,105849,/,106529,/,107208,/	t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t	"<div class = ""centerbox""><p class = ""block-text"">Your delay is 2 trials.</p><p class = block-text>Please wait for the scanner to start the block</p></div>"	77	10880.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	start_functional_block
11381	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	7	107715	0.0-7.0-0.0	beast_fmri_test	338	n/a	n/a	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
11063.134431662125	temp_go_duration	n/a	1948	89	2750	326.865568338	stim	stop-signal	8	110474	0.0-7.0-1.0	beast_fmri_test	338	107889,/,108568,/,109248,/,109926,/,110606,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	stop	-1.0	2.0	0.0	stop	temp-non-target	B	71,Index Finger	89,Middle Finger	500.0	500.0	0.0	0.0	0.0	0.0	n/a	n/a	go_stim
temp-non-target	temp_stop_duration	n/a	1948	89	2750	326.865568338	stim	stop-signal	8	110474	0.0-7.0-1.0	beast_fmri_test	338	107889,/,108568,/,109248,/,109926,/,110606,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	stop	-1.0	2.0	0.0	stop	temp-non-target	B	71,Index Finger	89,Middle Finger	500.0	500.0	0.0	0.0	0.0	0.0	n/a	n/a	stop_stim
13813.134431662125	326.86556833787165	n/a	1948	89	2750	326.865568338	stim	stop-signal	8	110474	0.0-7.0-1.0	beast_fmri_test	338	107889,/,108568,/,109248,/,109926,/,110606,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	stop	-1.0	2.0	0.0	stop	temp-non-target	B	71,Index Finger	89,Middle Finger	500.0	500.0	0.0	0.0	0.0	0.0	n/a	n/a	ITI
14975	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	9	111309	0.0-7.1-0.1	beast_fmri_test	338	111287,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
13531.984893080866	2750	n/a	683	89	2750	1445.01510692	stim	stop-signal	10	114061	0.0-7.1-1.1	beast_fmri_test	338	111966,/,112646,/,113325,/,114005,/,114684,/,115364,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	-1.0	2.0	1.0	go	temp-non-target	T	71,Index Finger	89,Middle Finger	500.0	500.0	0.0	0.0	0.0	n/a	n/a	n/a	go_stim
16281.984893080866	1445.0151069191413	n/a	683	89	2750	1445.01510692	stim	stop-signal	10	114061	0.0-7.1-1.1	beast_fmri_test	338	111966,/,112646,/,113325,/,114005,/,114684,/,115364,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	-1.0	2.0	1.0	go	temp-non-target	T	71,Index Finger	89,Middle Finger	500.0	500.0	0.0	0.0	0.0	n/a	n/a	n/a	ITI
19679	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	11	116013	0.0-7.2-0.2	beast_fmri_test	338	n/a	n/a	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
18618.23436352401	2750	n/a	645	89	2750	1062.76563648	stim	stop-signal	12	118765	0.0-7.2-1.2	beast_fmri_test	338	116043,/,116723,/,117404,/,118083,/,118762,/,119443,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	2250.0	2.0	2.0	go	non-target	V	71,Index Finger	89,Middle Finger	500.0	500.0	0.0	2250.0	1.0	n/a	500.0	1.0	go_stim
