onset	duration	text	rt	key_press	block_duration	timing_post_trial	trial_id	trial_type	trial_index	time_elapsed	internal_node_id	exp_id	subject_id	trigger_times	triggers	stimulus	possible_responses	stim_duration	exp_stage	SS_stimulus	SS_trial_type	SS_duration	load	trial_num	stop_trial_type	adaptive_trial_type	stim	yes_response_key	no_response_key	SSD_target	SSD_non_target	SSTarget	SSNonTarget	go_acc	stop_acc	SS_delay	adaptive_acc	new_trial_type
test	10880	n/a	-1	-1	10880	0.0	practice-no-stop-feedback	poldrack-single-stim	6	27217	0.0-6.0	beast_fmri_test	314	16336,/,17015,/,17695,/,18375,/,19055,/,19736,/,20416,/,21096,/,21776,/,22456,/,23135,/,23816,/,24496,/,25176,/,25855,/,26537,/,27216,/	t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t	"<div class = ""centerbox""><p class = ""center-block-text"">Your delay is 2 trials.</p><p class = center-block-text>Please wait for the scanner to start the block</p></div>"	77	10880.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	start_functional_block
11383	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	7	27719	0.0-7.0-0.0	beast_fmri_test	314	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
10779.1031558	2750	n/a	1229	89	2750	607.8968442	stim	stop-signal	8	30473	0.0-7.0-1.0	beast_fmri_test	314	27896,/,28576,/,29256,/,29935,/,30615,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	go	-1.0	2.0	0.0	go	temp-non-target	D	71,Green Button	89,Yellow Button	500.0	500.0	0.0	0.0	0.0	n/a	n/a	n/a	go_stim
13529.1031558	607.89684420000003	n/a	1229	89	2750	607.8968442	stim	stop-signal	8	30473	0.0-7.0-1.0	beast_fmri_test	314	27896,/,28576,/,29256,/,29935,/,30615,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	go	-1.0	2.0	0.0	go	temp-non-target	D	71,Green Button	89,Yellow Button	500.0	500.0	0.0	0.0	0.0	n/a	n/a	n/a	ITI
15250	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	9	31586	0.0-7.1-0.1	beast_fmri_test	314	31296,/	t	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
15085.560881500001	temp_go_duration	n/a	1005	89	2750	167.4391185	stim	stop-signal	10	34339	0.0-7.1-1.1	beast_fmri_test	314	31976,/,32655,/,33335,/,34015,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	-1.0	2.0	1.0	stop	temp-non-target	P	71,Green Button	89,Yellow Button	500.0	500.0	0.0	0.0	0.0	0.0	n/a	n/a	go_stim
temp-non-target	temp_stop_duration	n/a	1005	89	2750	167.4391185	stim	stop-signal	10	34339	0.0-7.1-1.1	beast_fmri_test	314	31976,/,32655,/,33335,/,34015,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	-1.0	2.0	1.0	stop	temp-non-target	P	71,Green Button	89,Yellow Button	500.0	500.0	0.0	0.0	0.0	0.0	n/a	n/a	stop_stim
17835.560881500001	167.43911850000001	n/a	1005	89	2750	167.4391185	stim	stop-signal	10	34339	0.0-7.1-1.1	beast_fmri_test	314	31976,/,32655,/,33335,/,34015,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	-1.0	2.0	1.0	stop	temp-non-target	P	71,Green Button	89,Yellow Button	500.0	500.0	0.0	0.0	0.0	0.0	n/a	n/a	ITI
18672	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	11	35008	0.0-7.2-0.2	beast_fmri_test	314	34695,/	t	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
16459.375337999998	2750	n/a	1276	89	2750	2214.624662	stim	stop-signal	12	37760	0.0-7.2-1.2	beast_fmri_test	314	35375,/,36055,/,36736,/,37416,/,38095,/,38775,/,39455,/	t,t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	2250.0	2.0	2.0	go	non-target	T	71,Green Button	89,Yellow Button	500.0	500.0	0.0	2250.0	1.0	n/a	500.0	1.0	go_stim
