onset	duration	"”text"""	rt	key_press	block_duration	timing_post_trial	trial_id	trial_type	trial_index	time_elapsed	internal_node_id	exp_id	subject_id	trigger_times	triggers	stimulus	possible_responses	stim_duration	exp_stage	SS_stimulus	SS_trial_type	SS_duration	load	trial_num	stop_trial_type	adaptive_trial_type	stim	yes_response_key	no_response_key	SSD_target	SSD_non_target	SSTarget	SSNonTarget	go_acc	stop_acc	SS_delay	adaptive_acc	new_trial_type
test	10880	n/a	-1	-1	10880	0.0	practice-no-stop-feedback	poldrack-single-stim	6	76053	0.0-6.0	beast_fmri_test	337	65176,/,65855,/,66534,/,67213,/,67895,/,68573,/,69253,/,69933,/,70613,/,71292,/,71973,/,72652,/,73332,/,74010,/,74690,/,75370,/,76049,/	t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t	"<div class = ""centerbox""><p class = ""block-text"">Your delay is 2 trials.</p><p class = block-text>Please wait for the scanner to start the block</p></div>"	77	10880.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	start_functional_block
11380	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	7	76556	0.0-7.0-0.0	beast_fmri_test	337	n/a	n/a	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
11018.782784648356	2750	n/a	1868	71	2750	365.217215352	stim	stop-signal	8	79310	0.0-7.0-1.0	beast_fmri_test	337	76730,/,77408,/,78088,/,78769,/,79449,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	-1.0	2.0	0.0	go	temp-non-target	V	89,Middle Finger	71,Index Finger	500.0	500.0	0.0	0.0	0.0	n/a	n/a	n/a	go_stim
13768.782784648356	365.21721535163886	n/a	1868	71	2750	365.217215352	stim	stop-signal	8	79310	0.0-7.0-1.0	beast_fmri_test	337	76730,/,77408,/,78088,/,78769,/,79449,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	-1.0	2.0	0.0	go	temp-non-target	V	89,Middle Finger	71,Index Finger	500.0	500.0	0.0	0.0	0.0	n/a	n/a	n/a	ITI
15010	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	9	80186	0.0-7.1-0.1	beast_fmri_test	337	80128,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
14492.614447899497	temp_go_duration	n/a	791	71	2750	522.385552101	stim	stop-signal	10	82941	0.0-7.1-1.1	beast_fmri_test	337	80807,/,81488,/,82167,/,82848,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	stop	-1.0	2.0	1.0	stop	temp-non-target	B	89,Middle Finger	71,Index Finger	500.0	500.0	0.0	0.0	0.0	0.0	n/a	n/a	go_stim
temp-non-target	temp_stop_duration	n/a	791	71	2750	522.385552101	stim	stop-signal	10	82941	0.0-7.1-1.1	beast_fmri_test	337	80807,/,81488,/,82167,/,82848,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	stop	-1.0	2.0	1.0	stop	temp-non-target	B	89,Middle Finger	71,Index Finger	500.0	500.0	0.0	0.0	0.0	0.0	n/a	n/a	stop_stim
17242.614447899497	522.38555210050208	n/a	791	71	2750	522.385552101	stim	stop-signal	10	82941	0.0-7.1-1.1	beast_fmri_test	337	80807,/,81488,/,82167,/,82848,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	stop	-1.0	2.0	1.0	stop	temp-non-target	B	89,Middle Finger	71,Index Finger	500.0	500.0	0.0	0.0	0.0	0.0	n/a	n/a	ITI
18796	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	11	83972	0.0-7.2-0.2	beast_fmri_test	337	83527,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
18363.056300622673	500.0	n/a	588	71	2750	434.943699377	stim	stop-signal	12	86724	0.0-7.2-1.2	beast_fmri_test	337	84206,/,84886,/,85564,/,86246,/,86925,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	stop	2250.0	2.0	2.0	stop	target	V	89,Middle Finger	71,Index Finger	500.0	500.0	2250.0	0.0	0.0	0.0	500.0	n/a	go_stim
20613.056300622673	2250.0	n/a	588	71	2750	434.943699377	stim	stop-signal	12	86724	0.0-7.2-1.2	beast_fmri_test	337	84206,/,84886,/,85564,/,86246,/,86925,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	stop	2250.0	2.0	2.0	stop	target	V	89,Middle Finger	71,Index Finger	500.0	500.0	2250.0	0.0	0.0	0.0	500.0	n/a	stop_stim
21113.056300622673	434.94369937732932	n/a	588	71	2750	434.943699377	stim	stop-signal	12	86724	0.0-7.2-1.2	beast_fmri_test	337	84206,/,84886,/,85564,/,86246,/,86925,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	stop	2250.0	2.0	2.0	stop	target	V	89,Middle Finger	71,Index Finger	500.0	500.0	2250.0	0.0	0.0	0.0	500.0	n/a	ITI
22491	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	13	87667	0.0-7.3-0.3	beast_fmri_test	337	87606,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
21839.538468279454	2750	n/a	653	89	2750	652.461531721	stim	stop-signal	14	90418	0.0-7.3-1.3	beast_fmri_test	337	88285,/,88965,/,89643,/,90325,/,91004,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	2250.0	2.0	3.0	go	non-target	V	89,Middle Finger	71,Index Finger	450.0	500.0	2250.0	2250.0	0.0	n/a	500.0	0.0	go_stim
24589.538468279454	652.46153172054392	n/a	653	89	2750	652.461531721	stim	stop-signal	14	90418	0.0-7.3-1.3	beast_fmri_test	337	88285,/,88965,/,89643,/,90325,/,91004,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	2250.0	2.0	3.0	go	non-target	V	89,Middle Finger	71,Index Finger	450.0	500.0	2250.0	2250.0	0.0	n/a	500.0	0.0	ITI
26400	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	15	91576	0.0-7.4-0.4	beast_fmri_test	337	n/a	n/a	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
25866.824189874358	2750	n/a	822	71	2750	536.175810126	stim	stop-signal	16	94329	0.0-7.4-1.4	beast_fmri_test	337	91683,/,92363,/,93048,/,93723,/,94402,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	go	2250.0	2.0	4.0	go	non-target	D	89,Middle Finger	71,Index Finger	450.0	500.0	2250.0	2250.0	1.0	n/a	500.0	1.0	go_stim
28616.824189874358	536.17581012564222	n/a	822	71	2750	536.175810126	stim	stop-signal	16	94329	0.0-7.4-1.4	beast_fmri_test	337	91683,/,92363,/,93048,/,93723,/,94402,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	go	2250.0	2.0	4.0	go	non-target	D	89,Middle Finger	71,Index Finger	450.0	500.0	2250.0	2250.0	1.0	n/a	500.0	1.0	ITI
30196	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	17	95372	0.0-7.5-0.5	beast_fmri_test	337	95083,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
26592.768882073113	500.0	n/a	764	71	2750	3605.23111793	stim	stop-signal	18	98124	0.0-7.5-1.5	beast_fmri_test	337	95762,/,96441,/,97121,/,97801,/,98480,/,99159,/,99839,/,100520,/,101199,/	t,t,t,t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	stop	2250.0	2.0	5.0	stop	non-target	T	89,Middle Finger	71,Index Finger	450.0	500.0	2250.0	2250.0	0.0	0.0	500.0	n/a	go_stim
28842.768882073113	2250.0	n/a	764	71	2750	3605.23111793	stim	stop-signal	18	98124	0.0-7.5-1.5	beast_fmri_test	337	95762,/,96441,/,97121,/,97801,/,98480,/,99159,/,99839,/,100520,/,101199,/	t,t,t,t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	stop	2250.0	2.0	5.0	stop	non-target	T	89,Middle Finger	71,Index Finger	450.0	500.0	2250.0	2250.0	0.0	0.0	500.0	n/a	stop_stim
29342.768882073113	3605.2311179268941	n/a	764	71	2750	3605.23111793	stim	stop-signal	18	98124	0.0-7.5-1.5	beast_fmri_test	337	95762,/,96441,/,97121,/,97801,/,98480,/,99159,/,99839,/,100520,/,101199,/	t,t,t,t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	stop	2250.0	2.0	5.0	stop	non-target	T	89,Middle Finger	71,Index Finger	450.0	500.0	2250.0	2250.0	0.0	0.0	500.0	n/a	ITI
37059	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	19	102235	0.0-7.6-0.6	beast_fmri_test	337	101882,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
36584.932379371268	2750	n/a	1054	89	2750	476.067620629	stim	stop-signal	20	104987	0.0-7.6-1.6	beast_fmri_test	337	102558,/,103237,/,103918,/,104597,/,105277,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	2300.0	2.0	6.0	go	non-target	T	89,Middle Finger	71,Index Finger	450.0	450.0	2250.0	2300.0	0.0	n/a	450.0	0.0	go_stim
39334.932379371268	476.06762062873673	n/a	1054	89	2750	476.067620629	stim	stop-signal	20	104987	0.0-7.6-1.6	beast_fmri_test	337	102558,/,103237,/,103918,/,104597,/,105277,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	2300.0	2.0	6.0	go	non-target	T	89,Middle Finger	71,Index Finger	450.0	450.0	2250.0	2300.0	0.0	n/a	450.0	0.0	ITI
40795	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	21	105971	0.0-7.7-0.7	beast_fmri_test	337	105957,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
37811.439300113343	2750	n/a	1153	71	2750	2986.56069989	stim	stop-signal	22	108724	0.0-7.7-1.7	beast_fmri_test	337	106637,/,107316,/,107996,/,108675,/,109355,/,110035,/,110714,/,111394,/	t,t,t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	go	2300.0	2.0	7.0	go	non-target	P	89,Middle Finger	71,Index Finger	450.0	450.0	2250.0	2300.0	1.0	n/a	450.0	1.0	go_stim
