onset	duration	text	rt	key_press	block_duration	timing_post_trial	trial_id	trial_type	trial_index	time_elapsed	internal_node_id	exp_id	subject_id	trigger_times	triggers	stimulus	possible_responses	stim_duration	exp_stage	SS_stimulus	SS_trial_type	SS_duration	load	trial_num	stop_trial_type	adaptive_trial_type	stim	yes_response_key	no_response_key	SSD_target	SSD_non_target	SSTarget	SSNonTarget	go_acc	SS_delay	stop_acc	adaptive_acc	new_trial_type
test	10880	n/a	-1	-1	10880	0.0	practice-no-stop-feedback	poldrack-single-stim	390	1149194	0.0-18.0	beast_fmri_test	388	1138308,/,1138986,/,1139669,/,1140351,/,1141031,/,1141709,/,1142391,/,1143069,/,1143751,/,1144431,/,1145111,/,1145791,/,1146471,/,1147149,/,1147830,/,1148510,/,1149191,/	t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t	"<div class = ""centerbox2_2""><p class = ""block-text2"">Your delay is 2 trials.</p><p class = block-text2>Please wait for the scanner to start the block</p></div>"	77	10880.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	start_functional_block
11391	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	391	1149699	0.0-19.0-0.0	beast_fmri_test	388	n/a	n/a	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
10157.859945053235	temp_go_duration	n/a	1907	89	2750	1238.14005495	stim	stop-signal	392	1152454	0.0-19.0-1.0	beast_fmri_test	388	1149874,/,1150555,/,1151235,/,1151914,/,1152594,/,1153274,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	stop	-1.0	2.0	0.0	stop	temp-non-target	B	71,Index Finger	89,Middle Finger	800.0	1100.0	1950.0	1700.0	0.0	n/a	0.0	n/a	go_stim
temp-non-target	temp_stop_duration	n/a	1907	89	2750	1238.14005495	stim	stop-signal	392	1152454	0.0-19.0-1.0	beast_fmri_test	388	1149874,/,1150555,/,1151235,/,1151914,/,1152594,/,1153274,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	stop	-1.0	2.0	0.0	stop	temp-non-target	B	71,Index Finger	89,Middle Finger	800.0	1100.0	1950.0	1700.0	0.0	n/a	0.0	n/a	stop_stim
12907.859945053235	1238.1400549467282	n/a	1907	89	2750	1238.14005495	stim	stop-signal	392	1152454	0.0-19.0-1.0	beast_fmri_test	388	1149874,/,1150555,/,1151235,/,1151914,/,1152594,/,1153274,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	stop	-1.0	2.0	0.0	stop	temp-non-target	B	71,Index Finger	89,Middle Finger	800.0	1100.0	1950.0	1700.0	0.0	n/a	0.0	n/a	ITI
15928	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	393	1154236	0.0-19.1-0.1	beast_fmri_test	388	1153955,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
14691.578023605049	2750	n/a	1760	89	2750	1240.42197639	stim	stop-signal	394	1156990	0.0-19.1-1.1	beast_fmri_test	388	1154635,/,1155315,/,1155996,/,1156675,/,1157355,/,1158036,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	-1.0	2.0	1.0	go	temp-non-target	B	71,Index Finger	89,Middle Finger	800.0	1100.0	1950.0	1700.0	0.0	n/a	n/a	n/a	go_stim
17441.578023605049	1240.4219763949498	n/a	1760	89	2750	1240.42197639	stim	stop-signal	394	1156990	0.0-19.1-1.1	beast_fmri_test	388	1154635,/,1155315,/,1155996,/,1156675,/,1157355,/,1158036,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	-1.0	2.0	1.0	go	temp-non-target	B	71,Index Finger	89,Middle Finger	800.0	1100.0	1950.0	1700.0	0.0	n/a	n/a	n/a	ITI
20466	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	395	1158774	0.0-19.2-0.2	beast_fmri_test	388	1158716,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
19671.932109953836	2750	n/a	797	71	2750	801.067890046	stim	stop-signal	396	1161531	0.0-19.2-1.2	beast_fmri_test	388	1159397,/,1160079,/,1160760,/,1161440,/,1162118,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	1950.0	2.0	2.0	go	target	B	71,Index Finger	89,Middle Finger	800.0	1100.0	1950.0	1700.0	1.0	800.0	n/a	1.0	go_stim
22421.932109953836	801.06789004615507	n/a	797	71	2750	801.067890046	stim	stop-signal	396	1161531	0.0-19.2-1.2	beast_fmri_test	388	1159397,/,1160079,/,1160760,/,1161440,/,1162118,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	1950.0	2.0	2.0	go	target	B	71,Index Finger	89,Middle Finger	800.0	1100.0	1950.0	1700.0	1.0	800.0	n/a	1.0	ITI
24568	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	397	1162876	0.0-19.3-0.3	beast_fmri_test	388	1162800,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
24086.079495294252	2750	n/a	765	71	2750	484.920504706	stim	stop-signal	398	1165629	0.0-19.3-1.3	beast_fmri_test	388	1163479,/,1164160,/,1164840,/,1165526,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	1950.0	2.0	3.0	go	target	B	71,Index Finger	89,Middle Finger	800.0	1100.0	1950.0	1700.0	1.0	800.0	n/a	1.0	go_stim
26836.079495294252	484.92050470565522	n/a	765	71	2750	484.920504706	stim	stop-signal	398	1165629	0.0-19.3-1.3	beast_fmri_test	388	1163479,/,1164160,/,1164840,/,1165526,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	1950.0	2.0	3.0	go	target	B	71,Index Finger	89,Middle Finger	800.0	1100.0	1950.0	1700.0	1.0	800.0	n/a	1.0	ITI
28350	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	399	1166658	0.0-19.4-0.4	beast_fmri_test	388	1166199,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
