onset	duration	text	rt	key_press	block_duration	timing_post_trial	trial_id	trial_type	trial_index	time_elapsed	internal_node_id	exp_id	subject_id	trigger_times	triggers	stimulus	possible_responses	stim_duration	exp_stage	SS_stimulus	SS_trial_type	SS_duration	load	trial_num	stop_trial_type	adaptive_trial_type	stim	yes_response_key	no_response_key	SSD_target	SSD_non_target	SSTarget	SSNonTarget	go_acc	SS_delay	stop_acc	adaptive_acc	new_trial_type
test	10880	n/a	-1	-1	10880	0.0	practice-no-stop-feedback	poldrack-single-stim	584	1673390	0.0-24.0	beast_fmri_test	388	1662505,/,1663184,/,1663863,/,1664544,/,1665224,/,1665903,/,1666583,/,1667263,/,1667943,/,1668623,/,1669304,/,1669986,/,1670667,/,1671347,/,1672027,/,1672707,/,1673388,/	t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t	"<div class = ""centerbox2_2""><p class = ""block-text2"">Your delay is 2 trials.</p><p class = block-text2>Please wait for the scanner to start the block</p></div>"	77	10880.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	start_functional_block
11388	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	585	1673893	0.0-25.0-0.0	beast_fmri_test	388	n/a	n/a	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
11092.189679805422	2750	n/a	1287	89	2750	298.810320195	stim	stop-signal	586	1676646	0.0-25.0-1.0	beast_fmri_test	388	1674068,/,1674747,/,1675427,/,1676107,/,1676787,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	go	-1.0	2.0	0.0	go	temp-non-target	P	71,Index Finger	89,Middle Finger	900.0	1000.0	1850.0	1750.0	0.0	n/a	n/a	n/a	go_stim
13842.189679805422	298.81032019464567	n/a	1287	89	2750	298.810320195	stim	stop-signal	586	1676646	0.0-25.0-1.0	beast_fmri_test	388	1674068,/,1674747,/,1675427,/,1676107,/,1676787,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	go	-1.0	2.0	0.0	go	temp-non-target	P	71,Index Finger	89,Middle Finger	900.0	1000.0	1850.0	1750.0	0.0	n/a	n/a	n/a	ITI
14998	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	587	1677503	0.0-25.1-0.1	beast_fmri_test	388	1677468,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
14839.740959309274	2750	n/a	1150	89	2750	164.259040691	stim	stop-signal	588	1680259	0.0-25.1-1.1	beast_fmri_test	388	1678148,/,1678828,/,1679508,/,1680191,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	-1.0	2.0	1.0	go	temp-non-target	V	71,Index Finger	89,Middle Finger	900.0	1000.0	1850.0	1750.0	0.0	n/a	n/a	n/a	go_stim
17589.740959309274	164.25904069064075	n/a	1150	89	2750	164.259040691	stim	stop-signal	588	1680259	0.0-25.1-1.1	beast_fmri_test	388	1678148,/,1678828,/,1679508,/,1680191,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	-1.0	2.0	1.0	go	temp-non-target	V	71,Index Finger	89,Middle Finger	900.0	1000.0	1850.0	1750.0	0.0	n/a	n/a	n/a	ITI
18482	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	589	1680987	0.0-25.2-0.2	beast_fmri_test	388	1680872,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
17100.492886953056	2750	n/a	1112	89	2750	1385.50711305	stim	stop-signal	590	1683741	0.0-25.2-1.2	beast_fmri_test	388	1681553,/,1682232,/,1682912,/,1683592,/,1684272,/,1684952,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	1750.0	2.0	2.0	go	non-target	V	71,Index Finger	89,Middle Finger	900.0	1000.0	1850.0	1750.0	1.0	1000.0	n/a	1.0	go_stim
19850.492886953056	1385.507113046926	n/a	1112	89	2750	1385.50711305	stim	stop-signal	590	1683741	0.0-25.2-1.2	beast_fmri_test	388	1681553,/,1682232,/,1682912,/,1683592,/,1684272,/,1684952,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	1750.0	2.0	2.0	go	non-target	V	71,Index Finger	89,Middle Finger	900.0	1000.0	1850.0	1750.0	1.0	1000.0	n/a	1.0	ITI
