onset	duration	"“text"""	rt	key_press	block_duration	timing_post_trial	trial_id	trial_type	trial_index	time_elapsed	internal_node_id	exp_id	subject_id	trigger_times	triggers	stimulus	possible_responses	stim_duration	exp_stage	SS_stimulus	SS_trial_type	SS_duration	load	trial_num	stop_trial_type	adaptive_trial_type	stim	yes_response_key	no_response_key	SSD_target	SSD_non_target	SSTarget	SSNonTarget	go_acc	SS_delay	adaptive_acc	stop_acc	new_trial_type
test	10880.0	n/a	-1	-1	10880	0.0	practice-no-stop-feedback	poldrack-single-stim	196	553418	0.0-12.0	beast_fmri_test	276	542541,/,543220,/,543897,/,544575,/,545254,/,545933,/,546615,/,547295,/,547975,/,548654,/,549334,/,550013,/,550695,/,551375,/,552055,/,552734,/,553415,/	t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t	"<div class = ""centerbox""><p class = ""block-text"">Your delay is 1 trials.</p><p class = block-text>Please wait for the scanner to start the block</p></div>"	77	10880.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	start_functional_block
11378	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	197	553919	0.0-13.0-0.0	beast_fmri_test	276	n/a	n/a	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
11330.681657062843	2750.0	n/a	1137	89	2750	48.3183429372	stim	stop-signal	198	556670	0.0-13.0-1.0	beast_fmri_test	276	554092,/,554769,/,555450,/,556129,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	-1.0	1.0	0.0	go	temp-non-target	T	71,Index Finger	89,Middle Finger	700.0	1000.0	2050.0	1750.0	0.0	n/a	n/a	n/a	go_stim
14080.681657062843	48.3183429372	n/a	1137	89	2750	48.3183429372	stim	stop-signal	198	556670	0.0-13.0-1.0	beast_fmri_test	276	554092,/,554769,/,555450,/,556129,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	-1.0	1.0	0.0	go	temp-non-target	T	71,Index Finger	89,Middle Finger	700.0	1000.0	2050.0	1750.0	0.0	n/a	n/a	n/a	ITI
14697	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	199	557238	0.0-13.1-0.1	beast_fmri_test	276	556810,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
14124.484066972043	2750.0	n/a	1277	71	2750	575.515933028	stim	stop-signal	200	559991	0.0-13.1-1.1	beast_fmri_test	276	557490,/,558170,/,558850,/,559531,/,560210,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	2050.0	1.0	1.0	go	target	T	71,Index Finger	89,Middle Finger	700.0	1000.0	2050.0	1750.0	1.0	700.0	1.0	n/a	go_stim
16874.484066972043	575.515933028	n/a	1277	71	2750	575.515933028	stim	stop-signal	200	559991	0.0-13.1-1.1	beast_fmri_test	276	557490,/,558170,/,558850,/,559531,/,560210,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	2050.0	1.0	1.0	go	target	T	71,Index Finger	89,Middle Finger	700.0	1000.0	2050.0	1750.0	1.0	700.0	1.0	n/a	ITI
18553	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	201	561094	0.0-13.2-0.2	beast_fmri_test	276	560891,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
18004.462888690177	1000.0	n/a	1248	89	2750	550.53711131	stim	stop-signal	202	563846	0.0-13.2-1.2	beast_fmri_test	276	561570,/,562251,/,562929,/,563609,/,564289,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	1750.0	1.0	2.0	stop	non-target	P	71,Index Finger	89,Middle Finger	700.0	1000.0	2050.0	1750.0	0.0	1000.0	n/a	0.0	go_stim
19754.462888690177	1750.0	n/a	1248	89	2750	550.53711131	stim	stop-signal	202	563846	0.0-13.2-1.2	beast_fmri_test	276	561570,/,562251,/,562929,/,563609,/,564289,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	1750.0	1.0	2.0	stop	non-target	P	71,Index Finger	89,Middle Finger	700.0	1000.0	2050.0	1750.0	0.0	1000.0	n/a	0.0	stop_stim
20754.462888690177	550.53711131	n/a	1248	89	2750	550.53711131	stim	stop-signal	202	563846	0.0-13.2-1.2	beast_fmri_test	276	561570,/,562251,/,562929,/,563609,/,564289,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	1750.0	1.0	2.0	stop	non-target	P	71,Index Finger	89,Middle Finger	700.0	1000.0	2050.0	1750.0	0.0	1000.0	n/a	0.0	ITI
22381	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	203	564922	0.0-13.3-0.3	beast_fmri_test	276	n/a	n/a	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
22117.702058189549	2750.0	n/a	882	71	2750	266.29794181	stim	stop-signal	204	567675	0.0-13.3-1.3	beast_fmri_test	276	564969,/,565651,/,566331,/,567011,/,567689,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	go	2050.0	1.0	3.0	go	target	P	71,Index Finger	89,Middle Finger	700.0	950.0	2050.0	1750.0	1.0	700.0	1.0	n/a	go_stim
24867.702058189549	266.29794181	n/a	882	71	2750	266.29794181	stim	stop-signal	204	567675	0.0-13.3-1.3	beast_fmri_test	276	564969,/,565651,/,566331,/,567011,/,567689,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	go	2050.0	1.0	3.0	go	target	P	71,Index Finger	89,Middle Finger	700.0	950.0	2050.0	1750.0	1.0	700.0	1.0	n/a	ITI
25927	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	205	568468	0.0-13.4-0.4	beast_fmri_test	276	568369,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
