onset	duration	text	rt	key_press	block_duration	timing_post_trial	trial_id	trial_type	trial_index	time_elapsed	internal_node_id	exp_id	subject_id	trigger_times	triggers	stimulus	possible_responses	stim_duration	exp_stage	SS_stimulus	SS_trial_type	SS_duration	load	trial_num	stop_trial_type	adaptive_trial_type	stim	yes_response_key	no_response_key	SSD_target	SSD_non_target	SSTarget	SSNonTarget	go_acc	stop_acc	SS_delay	adaptive_acc	new_trial_type
test	10880	n/a	-1	-1	10880	0.0	practice-no-stop-feedback	poldrack-single-stim	6	73597	0.0-6.0	beast_fmri_test	311	62719,/,63397,/,64076,/,64757,/,65437,/,66115,/,66796,/,67476,/,68155,/,68834,/,69514,/,70194,/,70874,/,71553,/,72233,/,72913,/,73593,/	t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t	"<div class = ""centerbox""><p class = ""block-text"">Your delay is 2 trials.</p><p class = block-text>Please wait for the scanner to start the block</p></div>"	77	10880.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	start_functional_block
11381	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	7	74100	0.0-7.0-0.0	beast_fmri_test	311	n/a	n/a	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
7603.5539006711915	temp_go_duration	n/a	1698	71	2750	3782.44609933	stim	stop-signal	8	76855	0.0-7.0-1.0	beast_fmri_test	311	74272,/,74951,/,75632,/,76311,/,76990,/,77669,/,78350,/,79029,/,79709,/,80389,/	t,t,t,t,t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	-1.0	2.0	0.0	stop	temp-non-target	P	89,Middle Finger	71,Index Finger	500.0	500.0	0.0	0.0	0.0	0.0	n/a	n/a	go_stim
temp-non-target	temp_stop_duration	n/a	1698	71	2750	3782.44609933	stim	stop-signal	8	76855	0.0-7.0-1.0	beast_fmri_test	311	74272,/,74951,/,75632,/,76311,/,76990,/,77669,/,78350,/,79029,/,79709,/,80389,/	t,t,t,t,t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	-1.0	2.0	0.0	stop	temp-non-target	P	89,Middle Finger	71,Index Finger	500.0	500.0	0.0	0.0	0.0	0.0	n/a	n/a	stop_stim
10353.553900671192	3782.4460993288067	n/a	1698	71	2750	3782.44609933	stim	stop-signal	8	76855	0.0-7.0-1.0	beast_fmri_test	311	74272,/,74951,/,75632,/,76311,/,76990,/,77669,/,78350,/,79029,/,79709,/,80389,/	t,t,t,t,t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	-1.0	2.0	0.0	stop	temp-non-target	P	89,Middle Finger	71,Index Finger	500.0	500.0	0.0	0.0	0.0	0.0	n/a	n/a	ITI
18428	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	9	81147	0.0-7.1-0.1	beast_fmri_test	311	81069,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
17781.873389073022	2750	n/a	947	71	2750	649.126610927	stim	stop-signal	10	83900	0.0-7.1-1.1	beast_fmri_test	311	81748,/,82428,/,83107,/,83787,/,84467,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	-1.0	2.0	1.0	go	temp-non-target	B	89,Middle Finger	71,Index Finger	500.0	500.0	0.0	0.0	0.0	n/a	n/a	n/a	go_stim
20531.873389073022	649.12661092697431	n/a	947	71	2750	649.126610927	stim	stop-signal	10	83900	0.0-7.1-1.1	beast_fmri_test	311	81748,/,82428,/,83107,/,83787,/,84467,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	-1.0	2.0	1.0	go	temp-non-target	B	89,Middle Finger	71,Index Finger	500.0	500.0	0.0	0.0	0.0	n/a	n/a	n/a	ITI
22338	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	11	85057	0.0-7.2-0.2	beast_fmri_test	311	n/a	n/a	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
20862.278797228151	2750	n/a	908	71	2750	1479.72120277	stim	stop-signal	12	87811	0.0-7.2-1.2	beast_fmri_test	311	85147,/,85826,/,86506,/,87185,/,87864,/,88544,/,89224,/	t,t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	go	2250.0	2.0	2.0	go	non-target	D	89,Middle Finger	71,Index Finger	500.0	500.0	0.0	2250.0	1.0	n/a	500.0	1.0	go_stim
