onset	duration	text	rt	key_press	block_duration	timing_post_trial	trial_id	trial_type	trial_index	time_elapsed	internal_node_id	exp_id	subject_id	trigger_times	triggers	stimulus	possible_responses	stim_duration	exp_stage	SS_stimulus	SS_trial_type	SS_duration	load	trial_num	stop_trial_type	adaptive_trial_type	stim	yes_response_key	no_response_key	SSD_target	SSD_non_target	SSTarget	SSNonTarget	go_acc	stop_acc	SS_delay	adaptive_acc	new_trial_type
test	10880	n/a	-1	-1	10880	0.0	practice-no-stop-feedback	poldrack-single-stim	580	1641081	0.0-24.0	beast_fmri_test	311	1630204,/,1630883,/,1631562,/,1632242,/,1632921,/,1633601,/,1634281,/,1634961,/,1635641,/,1636320,/,1637000,/,1637679,/,1638359,/,1639038,/,1639718,/,1640398,/,1641077,/	t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t	"<div class = ""centerbox""><p class = ""block-text"">Your delay is 2 trials.</p><p class = block-text>Please wait for the scanner to start the block</p></div>"	77	10880.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	start_functional_block
11380	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	581	1641584	0.0-25.0-0.0	beast_fmri_test	311	n/a	n/a	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
11025.417600721354	2750	n/a	1306	71	2750	357.582399279	stim	stop-signal	582	1644337	0.0-25.0-1.0	beast_fmri_test	311	1641758,/,1642437,/,1643116,/,1643797,/,1644476,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	-1.0	2.0	0.0	go	temp-non-target	B	89,Middle Finger	71,Index Finger	1200.0	1000.0	1600.0	1700.0	0.0	n/a	n/a	n/a	go_stim
13775.417600721354	357.5823992786618	n/a	1306	71	2750	357.582399279	stim	stop-signal	582	1644337	0.0-25.0-1.0	beast_fmri_test	311	1641758,/,1642437,/,1643116,/,1643797,/,1644476,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	-1.0	2.0	0.0	go	temp-non-target	B	89,Middle Finger	71,Index Finger	1200.0	1000.0	1600.0	1700.0	0.0	n/a	n/a	n/a	ITI
15051	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	583	1645255	0.0-25.1-0.1	beast_fmri_test	311	1645156,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
14880.563656594139	2750	n/a	911	89	2750	172.436343406	stim	stop-signal	584	1648007	0.0-25.1-1.1	beast_fmri_test	311	1645835,/,1646515,/,1647194,/,1647875,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	-1.0	2.0	1.0	go	temp-non-target	B	89,Middle Finger	71,Index Finger	1200.0	1000.0	1600.0	1700.0	0.0	n/a	n/a	n/a	go_stim
17630.563656594139	172.43634340587914	n/a	911	89	2750	172.436343406	stim	stop-signal	584	1648007	0.0-25.1-1.1	beast_fmri_test	311	1645835,/,1646515,/,1647194,/,1647875,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	-1.0	2.0	1.0	go	temp-non-target	B	89,Middle Finger	71,Index Finger	1200.0	1000.0	1600.0	1700.0	0.0	n/a	n/a	n/a	ITI
18540	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	585	1648744	0.0-25.2-0.2	beast_fmri_test	311	1648554,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
18025.846207545372	2750	n/a	825	71	2750	516.153792455	stim	stop-signal	586	1651496	0.0-25.2-1.2	beast_fmri_test	311	1649233,/,1649913,/,1650593,/,1651273,/,1651953,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	go	1750.0	2.0	2.0	go	non-target	P	89,Middle Finger	71,Index Finger	1200.0	1000.0	1600.0	1750.0	1.0	n/a	1000.0	1.0	go_stim
20775.846207545372	516.15379245453789	n/a	825	71	2750	516.153792455	stim	stop-signal	586	1651496	0.0-25.2-1.2	beast_fmri_test	311	1649233,/,1649913,/,1650593,/,1651273,/,1651953,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	go	1750.0	2.0	2.0	go	non-target	P	89,Middle Finger	71,Index Finger	1200.0	1000.0	1600.0	1750.0	1.0	n/a	1000.0	1.0	ITI
22370	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	587	1652574	0.0-25.3-0.3	beast_fmri_test	311	n/a	n/a	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
21405.989887414966	2750	n/a	786	89	2750	966.010112585	stim	stop-signal	588	1655326	0.0-25.3-1.3	beast_fmri_test	311	1652633,/,1653312,/,1653991,/,1654671,/,1655350,/,1656030,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	1550.0	2.0	3.0	go	target	B	89,Middle Finger	71,Index Finger	1200.0	1000.0	1550.0	1750.0	1.0	n/a	1200.0	1.0	go_stim
24155.989887414966	966.01011258501796	n/a	786	89	2750	966.010112585	stim	stop-signal	588	1655326	0.0-25.3-1.3	beast_fmri_test	311	1652633,/,1653312,/,1653991,/,1654671,/,1655350,/,1656030,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	1550.0	2.0	3.0	go	target	B	89,Middle Finger	71,Index Finger	1200.0	1000.0	1550.0	1750.0	1.0	n/a	1200.0	1.0	ITI
26660	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	589	1656864	0.0-25.4-0.4	beast_fmri_test	311	1656712,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
26176.022768769413	2750	n/a	1290	71	2750	485.977231231	stim	stop-signal	590	1659616	0.0-25.4-1.4	beast_fmri_test	311	1657389,/,1658070,/,1658751,/,1659429,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	1750.0	2.0	4.0	go	non-target	V	89,Middle Finger	71,Index Finger	1200.0	1000.0	1550.0	1750.0	1.0	n/a	1000.0	1.0	go_stim
28926.022768769413	485.97723123050309	n/a	1290	71	2750	485.977231231	stim	stop-signal	590	1659616	0.0-25.4-1.4	beast_fmri_test	311	1657389,/,1658070,/,1658751,/,1659429,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	1750.0	2.0	4.0	go	non-target	V	89,Middle Finger	71,Index Finger	1200.0	1000.0	1550.0	1750.0	1.0	n/a	1000.0	1.0	ITI
30459	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	591	1660663	0.0-25.5-0.5	beast_fmri_test	311	1660161,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
30320.854239727138	1000.0	n/a	902	71	2750	140.145760273	stim	stop-signal	592	1663415	0.0-25.5-1.5	beast_fmri_test	311	1660789,/,1661468,/,1662148,/,1662828,/,1663508,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	stop	1750.0	2.0	5.0	stop	non-target	T	89,Middle Finger	71,Index Finger	1200.0	1000.0	1550.0	1750.0	0.0	0.0	1000.0	n/a	go_stim
