onset	duration	text	rt	key_press	block_duration	timing_post_trial	trial_id	trial_type	trial_index	time_elapsed	internal_node_id	exp_id	subject_id	trigger_times	triggers	stimulus	possible_responses	stim_duration	exp_stage	SS_stimulus	SS_trial_type	SS_duration	load	trial_num	stop_trial_type	adaptive_trial_type	stim	yes_response_key	no_response_key	SSD_target	SSD_non_target	SSTarget	SSNonTarget	go_acc	SS_delay	stop_acc	adaptive_acc	new_trial_type
test	10880	n/a	-1	-1	10880	0.0	practice-no-stop-feedback	poldrack-single-stim	392	1275647	0.0-18.0	beast_fmri_test	390	1264762,/,1265441,/,1266121,/,1266801,/,1267482,/,1268163,/,1268842,/,1269523,/,1270203,/,1270882,/,1271563,/,1272244,/,1272925,/,1273604,/,1274285,/,1274966,/,1275645,/	t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t	"<div class = ""centerbox2_2""><p class = ""block-text2"">Your delay is 2 trials.</p><p class = block-text2>Please wait for the scanner to start the block</p></div>"	77	10880.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	start_functional_block
11390	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	393	1276152	0.0-19.0-0.0	beast_fmri_test	390	n/a	n/a	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
10493.594652417349	temp_go_duration	n/a	791	89	2750	899.405347583	stim	stop-signal	394	1278905	0.0-19.0-1.0	beast_fmri_test	390	1276325,/,1277007,/,1277687,/,1278367,/,1279047,/,1279726,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	stop	-1.0	2.0	0.0	stop	temp-non-target	V	71,Index Finger	89,Middle Finger	700.0	800.0	2050.0	1900.0	0.0	n/a	0.0	n/a	go_stim
temp-non-target	temp_stop_duration	n/a	791	89	2750	899.405347583	stim	stop-signal	394	1278905	0.0-19.0-1.0	beast_fmri_test	390	1276325,/,1277007,/,1277687,/,1278367,/,1279047,/,1279726,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	stop	-1.0	2.0	0.0	stop	temp-non-target	V	71,Index Finger	89,Middle Finger	700.0	800.0	2050.0	1900.0	0.0	n/a	0.0	n/a	stop_stim
13243.594652417349	899.40534758267393	n/a	791	89	2750	899.405347583	stim	stop-signal	394	1278905	0.0-19.0-1.0	beast_fmri_test	390	1276325,/,1277007,/,1277687,/,1278367,/,1279047,/,1279726,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	stop	-1.0	2.0	0.0	stop	temp-non-target	V	71,Index Finger	89,Middle Finger	700.0	800.0	2050.0	1900.0	0.0	n/a	0.0	n/a	ITI
15586	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	395	1280348	0.0-19.1-0.1	beast_fmri_test	390	n/a	n/a	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
14644.182125884108	temp_go_duration	n/a	915	89	2750	946.817874116	stim	stop-signal	396	1283103	0.0-19.1-1.1	beast_fmri_test	390	1280407,/,1281088,/,1281769,/,1282449,/,1283128,/,1283809,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	stop	-1.0	2.0	1.0	stop	temp-non-target	T	71,Index Finger	89,Middle Finger	700.0	800.0	2050.0	1900.0	0.0	n/a	0.0	n/a	go_stim
temp-non-target	temp_stop_duration	n/a	915	89	2750	946.817874116	stim	stop-signal	396	1283103	0.0-19.1-1.1	beast_fmri_test	390	1280407,/,1281088,/,1281769,/,1282449,/,1283128,/,1283809,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	stop	-1.0	2.0	1.0	stop	temp-non-target	T	71,Index Finger	89,Middle Finger	700.0	800.0	2050.0	1900.0	0.0	n/a	0.0	n/a	stop_stim
17394.182125884108	946.81787411600374	n/a	915	89	2750	946.817874116	stim	stop-signal	396	1283103	0.0-19.1-1.1	beast_fmri_test	390	1280407,/,1281088,/,1281769,/,1282449,/,1283128,/,1283809,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	stop	-1.0	2.0	1.0	stop	temp-non-target	T	71,Index Finger	89,Middle Finger	700.0	800.0	2050.0	1900.0	0.0	n/a	0.0	n/a	ITI
19828	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	397	1284590	0.0-19.2-0.2	beast_fmri_test	390	1284490,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
