onset	duration	text	rt	key_press	block_duration	timing_post_trial	trial_id	trial_type	trial_index	time_elapsed	internal_node_id	exp_id	subject_id	trigger_times	triggers	stimulus	possible_responses	stim_duration	exp_stage	SS_stimulus	SS_trial_type	SS_duration	load	trial_num	stop_trial_type	adaptive_trial_type	stim	yes_response_key	no_response_key	SSD_target	SSD_non_target	SSTarget	SSNonTarget	go_acc	SS_delay	stop_acc	adaptive_acc	new_trial_type
test	10880.0	n/a	-1	-1	10880	0.0	practice-no-stop-feedback	poldrack-single-stim	6	118198	0.0-6.0	beast_fmri_test	390	107311,/,107991,/,108671,/,109351,/,110031,/,110713,/,111392,/,112073,/,112753,/,113433,/,114114,/,114795,/,115475,/,116155,/,116835,/,117515,/,118196,/	t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t	"<div class = ""centerbox2_2""><p class = ""block-text2"">Your delay is 2 trials.</p><p class = block-text2>Please wait for the scanner to start the block</p></div>"	77	10880.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	start_functional_block
11390	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	7	118701	0.0-7.0-0.0	beast_fmri_test	390	n/a	n/a	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
10608.646659511171	2750.0	n/a	675	89	2750	788.353340489	stim	stop-signal	8	121458	0.0-7.0-1.0	beast_fmri_test	390	118875,/,119556,/,120236,/,120916,/,121597,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	-1.0	2.0	0.0	go	temp-non-target	B	71,Index Finger	89,Middle Finger	500.0	500.0	0.0	0.0	0.0	n/a	n/a	n/a	go_stim
13358.646659511171	788.353340489	n/a	675	89	2750	788.353340489	stim	stop-signal	8	121458	0.0-7.0-1.0	beast_fmri_test	390	118875,/,119556,/,120236,/,120916,/,121597,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	-1.0	2.0	0.0	go	temp-non-target	B	71,Index Finger	89,Middle Finger	500.0	500.0	0.0	0.0	0.0	n/a	n/a	n/a	ITI
15448	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	9	122759	0.0-7.1-0.1	beast_fmri_test	390	122282,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
14794.134421298877	2750.0	n/a	539	89	2750	659.865578701	stim	stop-signal	10	125515	0.0-7.1-1.1	beast_fmri_test	390	122958,/,123640,/,124318,/,124998,/,125679,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	go	-1.0	2.0	1.0	go	temp-non-target	D	71,Index Finger	89,Middle Finger	500.0	500.0	0.0	0.0	0.0	n/a	n/a	n/a	go_stim
17544.134421298877	659.865578701	n/a	539	89	2750	659.865578701	stim	stop-signal	10	125515	0.0-7.1-1.1	beast_fmri_test	390	122958,/,123640,/,124318,/,124998,/,125679,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	go	-1.0	2.0	1.0	go	temp-non-target	D	71,Index Finger	89,Middle Finger	500.0	500.0	0.0	0.0	0.0	n/a	n/a	n/a	ITI
19371	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	11	126682	0.0-7.2-0.2	beast_fmri_test	390	126359,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
19103.771843791576	500.0	n/a	-1	-1	2750	272.228156208	stim	stop-signal	12	129437	0.0-7.2-1.2	beast_fmri_test	390	127040,/,127720,/,128400,/,129080,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	stop	2250.0	2.0	2.0	stop	non-target	T	71,Index Finger	89,Middle Finger	500.0	500.0	0.0	2250.0	0.0	500.0	1.0	n/a	go_stim
21353.771843791576	2250.0	n/a	-1	-1	2750	272.228156208	stim	stop-signal	12	129437	0.0-7.2-1.2	beast_fmri_test	390	127040,/,127720,/,128400,/,129080,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	stop	2250.0	2.0	2.0	stop	non-target	T	71,Index Finger	89,Middle Finger	500.0	500.0	0.0	2250.0	0.0	500.0	1.0	n/a	stop_stim
