onset	duration	text	rt	key_press	block_duration	timing_post_trial	trial_id	trial_type	trial_index	time_elapsed	internal_node_id	exp_id	subject_id	trigger_times	triggers	stimulus	possible_responses	stim_duration	exp_stage	SS_stimulus	SS_trial_type	SS_duration	load	trial_num	stop_trial_type	adaptive_trial_type	stim	yes_response_key	no_response_key	SSD_target	SSD_non_target	SSTarget	SSNonTarget	go_acc	SS_delay	stop_acc	adaptive_acc	new_trial_type
test	10880	n/a	-1	-1	10880	0.0	practice-no-stop-feedback	poldrack-single-stim	392	1010610	0.0-18.0	beast_fmri_test	269	999730,/,1000410,/,1001090,/,1001770,/,1002450,/,1003130,/,1003810,/,1004490,/,1005170,/,1005850,/,1006530,/,1007211,/,1007890,/,1008570,/,1009250,/,1009930,/,1010610,/	t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t	"<div class = ""centerbox""><p class = ""center-block-text"">Your delay is 3 trials.</p><p class = center-block-text>Please wait for the scanner to start the block</p></div>"	77	10880.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	start_functional_block
11384	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	393	1011114	0.0-19.0-0.0	beast_fmri_test	269	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
10683.191519999993	2750	n/a	861	71	2750	702.80848	stim	stop-signal	394	1013866	0.0-19.0-1.0	beast_fmri_test	269	1011290,/,1011970,/,1012650,/,1013329,/,1014009,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	-1.0	3.0	0.0	go	temp-non-target	V	89,Yellow Button	71,Green Button	900.0	1000.0	1900.0	1750.0	0.0	n/a	n/a	n/a	go_stim
13433.191519999993	702.80848000000003	n/a	861	71	2750	702.80848	stim	stop-signal	394	1013866	0.0-19.0-1.0	beast_fmri_test	269	1011290,/,1011970,/,1012650,/,1013329,/,1014009,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	-1.0	3.0	0.0	go	temp-non-target	V	89,Yellow Button	71,Green Button	900.0	1000.0	1900.0	1750.0	0.0	n/a	n/a	n/a	ITI
15354	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	395	1015084	0.0-19.1-0.1	beast_fmri_test	269	1014691,/	t	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
12944.727649000008	2750	n/a	1441	71	2750	2410.272351	stim	stop-signal	396	1017835	0.0-19.1-1.1	beast_fmri_test	269	1015371,/,1016051,/,1016730,/,1017411,/,1018091,/,1018770,/,1019450,/,1020130,/	t,t,t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	-1.0	3.0	1.0	go	temp-non-target	B	89,Yellow Button	71,Green Button	900.0	1000.0	1900.0	1750.0	0.0	n/a	n/a	n/a	go_stim
15694.727649000008	2410.2723510000001	n/a	1441	71	2750	2410.272351	stim	stop-signal	396	1017835	0.0-19.1-1.1	beast_fmri_test	269	1015371,/,1016051,/,1016730,/,1017411,/,1018091,/,1018770,/,1019450,/,1020130,/	t,t,t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	-1.0	3.0	1.0	go	temp-non-target	B	89,Yellow Button	71,Green Button	900.0	1000.0	1900.0	1750.0	0.0	n/a	n/a	n/a	ITI
21033	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	397	1020763	0.0-19.2-0.2	beast_fmri_test	269	n/a	n/a	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
19442.695632999996	2750	n/a	1518	71	2750	1592.304367	stim	stop-signal	398	1023515	0.0-19.2-1.2	beast_fmri_test	269	1020811,/,1021490,/,1022171,/,1022850,/,1023530,/,1024210,/,1024890,/	t,t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	-1.0	3.0	2.0	go	temp-non-target	T	89,Yellow Button	71,Green Button	900.0	1000.0	1900.0	1750.0	0.0	n/a	n/a	n/a	go_stim
22192.695632999996	1592.304367	n/a	1518	71	2750	1592.304367	stim	stop-signal	398	1023515	0.0-19.2-1.2	beast_fmri_test	269	1020811,/,1021490,/,1022171,/,1022850,/,1023530,/,1024210,/,1024890,/	t,t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	-1.0	3.0	2.0	go	temp-non-target	T	89,Yellow Button	71,Green Button	900.0	1000.0	1900.0	1750.0	0.0	n/a	n/a	n/a	ITI
25897	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	399	1025627	0.0-19.3-0.3	beast_fmri_test	269	1025570,/	t	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
25638.087126199971	2750	n/a	993	89	2750	260.9128738	stim	stop-signal	400	1028379	0.0-19.3-1.3	beast_fmri_test	269	1026251,/,1026930,/,1027611,/,1028290,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	1850.0	3.0	3.0	go	target	V	89,Yellow Button	71,Green Button	900.0	1000.0	1850.0	1750.0	1.0	900.0	n/a	1.0	go_stim
28388.087126199971	260.9128738	n/a	993	89	2750	260.9128738	stim	stop-signal	400	1028379	0.0-19.3-1.3	beast_fmri_test	269	1026251,/,1026930,/,1027611,/,1028290,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	1850.0	3.0	3.0	go	target	V	89,Yellow Button	71,Green Button	900.0	1000.0	1850.0	1750.0	1.0	900.0	n/a	1.0	ITI
29430	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	401	1029160	0.0-19.4-0.4	beast_fmri_test	269	1028971,/	t	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
29175.437019099947	2750	n/a	1195	71	2750	256.5629809	stim	stop-signal	402	1031912	0.0-19.4-1.4	beast_fmri_test	269	1029650,/,1030330,/,1031010,/,1031690,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	go	1750.0	3.0	4.0	go	non-target	P	89,Yellow Button	71,Green Button	900.0	1000.0	1850.0	1750.0	1.0	1000.0	n/a	1.0	go_stim
31925.437019099947	256.56298090000001	n/a	1195	71	2750	256.5629809	stim	stop-signal	402	1031912	0.0-19.4-1.4	beast_fmri_test	269	1029650,/,1030330,/,1031010,/,1031690,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	go	1750.0	3.0	4.0	go	non-target	P	89,Yellow Button	71,Green Button	900.0	1000.0	1850.0	1750.0	1.0	1000.0	n/a	1.0	ITI
32956	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	403	1032686	0.0-19.5-0.5	beast_fmri_test	269	1032370,/	t	<div class = centerbox><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
31965.966712599969	2750	n/a	1832	71	2750	992.0332874	stim	stop-signal	404	1035438	0.0-19.5-1.5	beast_fmri_test	269	1033050,/,1033730,/,1034410,/,1035090,/,1035770,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	go	1750.0	3.0	5.0	go	non-target	D	89,Yellow Button	71,Green Button	900.0	1000.0	1850.0	1750.0	1.0	1000.0	n/a	1.0	go_stim
