onset	duration	text	rt	key_press	block_duration	timing_post_trial	trial_id	trial_type	trial_index	time_elapsed	internal_node_id	exp_id	subject_id	trigger_times	triggers	stimulus	possible_responses	stim_duration	exp_stage	SS_stimulus	SS_trial_type	SS_duration	load	trial_num	stop_trial_type	adaptive_trial_type	stim	yes_response_key	no_response_key	SSD_target	SSD_non_target	SSTarget	SSNonTarget	go_acc	SS_delay	stop_acc	adaptive_acc	new_trial_type
test	10880	n/a	-1	-1	10880	0.0	practice-no-stop-feedback	poldrack-single-stim	198	580784	0.0-12.0	beast_fmri_test	356	569908,/,570588,/,571267,/,571947,/,572626,/,573306,/,573985,/,574666,/,575346,/,576025,/,576704,/,577384,/,578062,/,578742,/,579422,/,580102,/,580782,/	t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t	"<div class = ""centerbox""><p class = ""block-text"">Your delay is 2 trials.</p><p class = block-text>Please wait for the scanner to start the block</p></div>"	77	10880.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	start_functional_block
11379	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	199	581287	0.0-13.0-0.0	beast_fmri_test	356	n/a	n/a	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
10374.706059698481	temp_go_duration	n/a	545	89	2750	1006.2939403	stim	stop-signal	200	584039	0.0-13.0-1.0	beast_fmri_test	356	581461,/,582142,/,582822,/,583501,/,584181,/,584860,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	stop	-1.0	2.0	0.0	stop	temp-non-target	T	71,Index Finger	89,Middle Finger	500.0	600.0	2250.0	2200.0	0.0	n/a	0.0	n/a	go_stim
temp-non-target	temp_stop_duration	n/a	545	89	2750	1006.2939403	stim	stop-signal	200	584039	0.0-13.0-1.0	beast_fmri_test	356	581461,/,582142,/,582822,/,583501,/,584181,/,584860,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	stop	-1.0	2.0	0.0	stop	temp-non-target	T	71,Index Finger	89,Middle Finger	500.0	600.0	2250.0	2200.0	0.0	n/a	0.0	n/a	stop_stim
13124.706059698481	1006.2939403015472	n/a	545	89	2750	1006.2939403	stim	stop-signal	200	584039	0.0-13.0-1.0	beast_fmri_test	356	581461,/,582142,/,582822,/,583501,/,584181,/,584860,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	stop	-1.0	2.0	0.0	stop	temp-non-target	T	71,Index Finger	89,Middle Finger	500.0	600.0	2250.0	2200.0	0.0	n/a	0.0	n/a	ITI
15663	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	201	585571	0.0-13.1-0.1	beast_fmri_test	356	585541,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
15574.493452285999	temp_go_duration	n/a	711	89	2750	90.506547714	stim	stop-signal	202	588323	0.0-13.1-1.1	beast_fmri_test	356	586221,/,586900,/,587580,/,588259,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	-1.0	2.0	1.0	stop	temp-non-target	P	71,Index Finger	89,Middle Finger	500.0	600.0	2250.0	2200.0	0.0	n/a	0.0	n/a	go_stim
temp-non-target	temp_stop_duration	n/a	711	89	2750	90.506547714	stim	stop-signal	202	588323	0.0-13.1-1.1	beast_fmri_test	356	586221,/,586900,/,587580,/,588259,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	-1.0	2.0	1.0	stop	temp-non-target	P	71,Index Finger	89,Middle Finger	500.0	600.0	2250.0	2200.0	0.0	n/a	0.0	n/a	stop_stim
18324.493452285999	90.506547714047315	n/a	711	89	2750	90.506547714	stim	stop-signal	202	588323	0.0-13.1-1.1	beast_fmri_test	356	586221,/,586900,/,587580,/,588259,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	-1.0	2.0	1.0	stop	temp-non-target	P	71,Index Finger	89,Middle Finger	500.0	600.0	2250.0	2200.0	0.0	n/a	0.0	n/a	ITI
19031	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	203	588939	0.0-13.2-0.2	beast_fmri_test	356	n/a	n/a	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
