onset	duration	text	rt	key_press	block_duration	timing_post_trial	trial_id	trial_type	trial_index	time_elapsed	internal_node_id	exp_id	subject_id	trigger_times	triggers	stimulus	possible_responses	stim_duration	exp_stage	SS_stimulus	SS_trial_type	SS_duration	load	trial_num	stop_trial_type	adaptive_trial_type	stim	yes_response_key	no_response_key	SSD_target	SSD_non_target	SSTarget	SSNonTarget	go_acc	SS_delay	adaptive_acc	stop_acc	new_trial_type
test	10880.0	n/a	-1	-1	10880	0.0	practice-no-stop-feedback	poldrack-single-stim	196	606260	0.0-12.0	beast_fmri_test	330	595384,/,596061,/,596741,/,597421,/,598102,/,598782,/,599460,/,600140,/,600819,/,601500,/,602179,/,602859,/,603539,/,604218,/,604899,/,605577,/,606257,/	t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t	"<div class = ""centerbox""><p class = ""block-text"">Your delay is 1 trials.</p><p class = block-text>Please wait for the scanner to start the block</p></div>"	77	10880.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	start_functional_block
11379	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	197	606763	0.0-13.0-0.0	beast_fmri_test	330	n/a	n/a	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
10148.228796698619	2750.0	n/a	775	71	2750	1233.7712033	stim	stop-signal	198	609516	0.0-13.0-1.0	beast_fmri_test	330	606938,/,607617,/,608297,/,608976,/,609656,/,610335,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	-1.0	1.0	0.0	go	temp-non-target	V	71,Index Finger	89,Middle Finger	400.0	400.0	2350.0	2350.0	0.0	n/a	n/a	n/a	go_stim
12898.228796698619	1233.7712033	n/a	775	71	2750	1233.7712033	stim	stop-signal	198	609516	0.0-13.0-1.0	beast_fmri_test	330	606938,/,607617,/,608297,/,608976,/,609656,/,610335,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	-1.0	1.0	0.0	go	temp-non-target	V	71,Index Finger	89,Middle Finger	400.0	400.0	2350.0	2350.0	0.0	n/a	n/a	n/a	ITI
15889	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	199	611273	0.0-13.1-0.1	beast_fmri_test	330	611014,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
15616.021507799276	2750.0	n/a	773	71	2750	273.978492201	stim	stop-signal	200	614024	0.0-13.1-1.1	beast_fmri_test	330	611694,/,612375,/,613055,/,613735,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	2350.0	1.0	1.0	go	non-target	B	71,Index Finger	89,Middle Finger	400.0	400.0	2350.0	2350.0	0.0	400.0	0.0	n/a	go_stim
18366.021507799276	273.978492201	n/a	773	71	2750	273.978492201	stim	stop-signal	200	614024	0.0-13.1-1.1	beast_fmri_test	330	611694,/,612375,/,613055,/,613735,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	2350.0	1.0	1.0	go	non-target	B	71,Index Finger	89,Middle Finger	400.0	400.0	2350.0	2350.0	0.0	400.0	0.0	n/a	ITI
19438	500.0	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	201	614822	0.0-13.2-0.2	beast_fmri_test	330	614413,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
19384.463728492963	2750.0	n/a	755	89	2750	56.5362715071	stim	stop-signal	202	617575	0.0-13.2-1.2	beast_fmri_test	330	615092,/,615773,/,616451,/,617131,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	2350.0	1.0	2.0	go	non-target	V	71,Index Finger	89,Middle Finger	400.0	400.0	2350.0	2350.0	1.0	400.0	1.0	n/a	go_stim
22134.463728492963	56.5362715071	n/a	755	89	2750	56.5362715071	stim	stop-signal	202	617575	0.0-13.2-1.2	beast_fmri_test	330	615092,/,615773,/,616451,/,617131,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	2350.0	1.0	2.0	go	non-target	V	71,Index Finger	89,Middle Finger	400.0	400.0	2350.0	2350.0	1.0	400.0	1.0	n/a	ITI
