onset	duration	text	rt	key_press	block_duration	timing_post_trial	trial_id	trial_type	trial_index	time_elapsed	internal_node_id	exp_id	subject_id	trigger_times	triggers	stimulus	possible_responses	stim_duration	exp_stage	SS_stimulus	SS_trial_type	SS_duration	load	trial_num	stop_trial_type	adaptive_trial_type	stim	yes_response_key	no_response_key	SSD_target	SSD_non_target	SSTarget	SSNonTarget	go_acc	stop_acc	SS_delay	adaptive_acc	new_trial_type
test	10880	n/a	-1	-1	10880	0.0	practice-no-stop-feedback	poldrack-single-stim	6	89938	0.0-6.0	beast_fmri_test	393	79060,/,79739,/,80420,/,81100,/,81779,/,82457,/,83135,/,83815,/,84494,/,85175,/,85855,/,86535,/,87215,/,87895,/,88575,/,89255,/,89935,/	t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t	"<div class = ""centerbox2_2""><p class = ""block-text2"">Your delay is 2 trials.</p><p class = block-text2>Please wait for the scanner to start the block</p></div>"	77	10880.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	start_functional_block
11382	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	7	90442	0.0-7.0-0.0	beast_fmri_test	393	n/a	n/a	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
10090.709178848178	2750	n/a	498	71	2750	1292.29082115	stim	stop-signal	8	93193	0.0-7.0-1.0	beast_fmri_test	393	90615,/,91294,/,91973,/,92651,/,93330,/,94009,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	go	-1.0	2.0	0.0	go	temp-non-target	P	89,Middle Finger	71,Index Finger	500.0	500.0	0.0	0.0	0.0	n/a	n/a	n/a	go_stim
12840.709178848178	1292.2908211518206	n/a	498	71	2750	1292.29082115	stim	stop-signal	8	93193	0.0-7.0-1.0	beast_fmri_test	393	90615,/,91294,/,91973,/,92651,/,93330,/,94009,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	go	-1.0	2.0	0.0	go	temp-non-target	P	89,Middle Finger	71,Index Finger	500.0	500.0	0.0	0.0	0.0	n/a	n/a	n/a	ITI
15936	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	9	94996	0.0-7.1-0.1	beast_fmri_test	393	94690,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
10941.0	temp_go_duration	n/a	800	71	2750	5000.0	stim	stop-signal	10	97751	0.0-7.1-1.1	beast_fmri_test	393	95369,/,96049,/,96730,/,97409,/,98090,/,98769,/,99449,/,100129,/,100809,/,101489,/,102167,/	t,t,t,t,t,t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	stop	-1.0	2.0	1.0	stop	temp-non-target	D	89,Middle Finger	71,Index Finger	500.0	500.0	0.0	0.0	0.0	0.0	n/a	n/a	go_stim
temp-non-target	temp_stop_duration	n/a	800	71	2750	5000.0	stim	stop-signal	10	97751	0.0-7.1-1.1	beast_fmri_test	393	95369,/,96049,/,96730,/,97409,/,98090,/,98769,/,99449,/,100129,/,100809,/,101489,/,102167,/	t,t,t,t,t,t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	stop	-1.0	2.0	1.0	stop	temp-non-target	D	89,Middle Finger	71,Index Finger	500.0	500.0	0.0	0.0	0.0	0.0	n/a	n/a	stop_stim
13691.0	5000.0	n/a	800	71	2750	5000.0	stim	stop-signal	10	97751	0.0-7.1-1.1	beast_fmri_test	393	95369,/,96049,/,96730,/,97409,/,98090,/,98769,/,99449,/,100129,/,100809,/,101489,/,102167,/	t,t,t,t,t,t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	stop	-1.0	2.0	1.0	stop	temp-non-target	D	89,Middle Finger	71,Index Finger	500.0	500.0	0.0	0.0	0.0	0.0	n/a	n/a	ITI
24192	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	11	103252	0.0-7.2-0.2	beast_fmri_test	393	102845,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
23500.05238923752	2750	n/a	765	71	2750	696.947610762	stim	stop-signal	12	106007	0.0-7.2-1.2	beast_fmri_test	393	103525,/,104204,/,104884,/,105564,/,106245,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	2250.0	2.0	2.0	go	non-target	B	89,Middle Finger	71,Index Finger	500.0	500.0	0.0	2250.0	1.0	n/a	500.0	1.0	go_stim
